element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
Pd,-3.0824807,5.136233,-1.0123633,4.02086,-3.3303726,-2.037033,3.497219,3.4014182,-0.5978327,0.46875143,-1.7772996,-2.4264503,-0.08447757,-0.62421024,4.406585,1.395362,-0.627802,-3.7145724,-5.4231725,-0.5141501,0.91398376,-0.48600158,-1.2238785,1.678723,3.0188253,-0.05933311,2.4288309,0.085324496,1.6164565,-2.1330557,-0.1761882,-0.39168632,2.9958875,-3.2308383,0.9256129,1.5685238,2.4913921,-1.3743252,-1.7197847,-0.9316916,0.26456413,2.5337236,4.0166745,-1.8051589,-2.6871166,2.3947778,-2.1804786,-2.5174139,2.6422026,-1.5593864,-3.3092117,3.5003097,1.7526287,3.741468,-1.5477291,-1.9943119,-0.533335,0.59602034,0.89863724,1.446087,-2.149653,-2.9553914,0.8267874,-2.9676323,1.7824022,-1.7898499,-2.3757827,2.4086764,-1.392231,5.0880027,0.7070523,-3.1241965,-4.146196,-0.08633408,0.43302968,-2.967798,0.7203064,-0.9349776,-1.7530191,1.7938207,-0.86974686,0.17167586,-2.8578796,-0.3058019,-2.0973213,-0.109744385,2.086118,1.1139247,5.2534266,0.1012475,1.4629593,2.0905223,-0.40620717,-4.7866573,0.59683985,-5.00617,-4.9492927,-0.26392967,1.578629,0.31488442,-3.5657363,-4.058311,-6.871647,-1.8325412,3.0007517,-1.385181,-1.6846914,-1.6060965,-0.005065912,-4.1176033,-1.6871294,0.44035012,0.54421693,-2.4388378,-1.0696657,1.7512254,1.9808806,0.5567109,0.98120123,0.83775204,-2.119695,-3.113762,-0.67261,-2.813073,-1.0401127,-1.8265865,0.10608403,7.5588045,-0.8199599,-3.190553,1.0558931,0.27220374,0.9843416,-3.6455708,1.1594944,1.5886685,1.9208642,-2.620472,3.903575,1.4639516,-0.48620498,5.340635,-2.1596632,-2.2391124,-3.3043275,0.47588664,1.644657,-0.9289628,-2.8821976,-0.99146956,-0.00658427,1.6788197,-0.17099532,-0.5488831,1.5595838,-2.4441264,2.3015444,-1.5071388,-2.6202555,2.0197215,1.6732552,1.6693436,4.671667,2.5449853,-1.3268863,3.7465343,0.82488334,-0.5542997,-2.6434295,-0.70617986,-1.4606417,1.3593591,0.24983178,2.2021787,1.5780501,-1.9069,3.426002,0.008642646,-3.0483403,2.4760416,3.6166725,3.1485848,0.53508013,1.0434184,3.1907172,-3.0700688,-2.2961442,3.6711137,2.2848327,-2.1728103,1.0294642,-1.9881159,2.555087,3.1200085,0.38116053,2.9246523,2.523633,-6.274343,1.1356086,3.6522038
Ag,-3.9063878,2.7211683,-0.49156755,2.799711,-2.409213,-2.2643688,3.9581058,-1.3983305,-3.038506,1.331619,1.0939219,-4.579479,-1.8351377,-0.41633978,2.4516346,1.0449499,1.2831603,-3.0013604,-4.7060285,0.94156724,4.0441213,-1.5077345,-0.4442927,3.6864831,2.5659986,-0.41940406,3.9831207,-0.93777317,-0.08409717,-2.9667249,1.8764322,0.21865155,2.028219,-2.371965,1.8036656,1.4603572,2.6434865,-1.2994301,-2.4840093,-2.4400136,-1.0049443,1.576479,3.497322,-3.0532258,-2.5198107,1.7075561,-4.5543733,-3.8851252,0.20557962,-0.15653324,-0.7091492,1.7061089,1.9862887,1.4961375,-3.1784525,-4.2388215,1.841892,1.1334276,1.7034265,-0.9975191,-3.219948,1.9918404,2.4574142,-1.9815496,2.5875254,-0.06501442,-1.1696424,1.4527584,1.2324178,3.2914114,2.8156333,-4.039463,-4.1068625,-1.5415671,0.5015698,-0.9691394,-0.56497395,0.45690402,-0.9266641,0.35817748,-0.95610654,-2.4035084,-0.3956035,-1.3410676,-1.0110976,0.20925017,1.6528947,-0.53505564,6.2017965,-0.3022262,-1.5578682,3.4476974,0.8704625,-5.6888113,0.13503644,-3.1154401,-2.0347536,0.47088993,-3.5283976,-2.7067673,-0.33281502,-3.6597388,-1.4815414,-0.91984975,-1.0957457,-1.384612,-2.6982918,-3.921912,-0.63392603,-3.2459683,-1.3854614,3.542761,-3.4960093,-2.2907777,-2.3458025,2.2177618,3.7671297,-0.20177305,0.55701387,3.79095,-1.1613598,-5.2870007,-1.050041,-2.249816,0.5713835,-1.065204,0.22073928,5.112708,-1.1904492,1.2172467,0.88009244,-0.05531447,-0.39178663,-1.496843,-1.9182819,2.2108,2.5017831,-0.57406676,1.7932321,1.8501909,2.687959,0.6304287,-3.897305,-2.223401,-0.73239654,0.53248686,-0.9889978,-2.6764414,-3.9756835,-1.3666614,-2.1213377,0.08677384,1.2027806,-5.4334764,-2.266192,-1.3952534,-0.43925795,2.727298,-2.063915,3.586937,2.4672325,1.2911779,3.922265,-0.48159817,-1.2633569,3.7694263,-0.13967922,1.0469084,-4.1375966,-2.117306,-0.18859012,-1.3921503,1.6628191,4.697737,-2.13642,-2.4035928,4.662888,-2.7836018,-1.8601805,-0.5159947,3.4166682,2.565868,0.63168514,0.5462708,0.21182139,-2.588257,-0.3328999,2.1517377,0.24273635,-3.2353752,-2.3736591,-3.3986654,0.95932746,0.09609054,0.2291146,1.5695682,1.9097886,-3.703751,-1.9811321,4.414432
Cd,-1.6722097,3.2782412,-2.6277294,2.6150248,-1.330973,-1.6745682,3.5350082,-0.3797356,-2.937059,-0.24852414,-0.5759181,-3.7230089,-1.3821009,0.56579757,-0.79933184,1.3533139,-0.9465824,-0.89131147,-5.026022,-2.3060677,4.3468976,-0.513963,1.2148794,1.7255089,2.794461,-0.8109259,3.9150174,-1.0445043,1.197004,-3.7617836,4.2296696,0.30095357,1.2582097,-3.3486772,1.3279376,2.484507,2.572926,-0.31393936,-0.095052525,-2.480846,-1.260805,0.692388,2.1711202,0.55110115,0.7686234,0.678155,-1.9779649,-2.6771615,1.0138421,1.0083686,-1.4842321,3.315447,2.0457268,2.5461328,-0.07378114,-3.314996,1.7438856,-0.09972542,0.09252429,2.1946042,-1.4282866,0.37646985,-0.5114555,1.4994687,2.2458768,-0.41682783,-2.4058208,3.3794503,-0.05823018,2.0084264,1.2347263,-3.906728,-5.1162252,-1.0851897,1.7849054,-0.17044793,0.08899878,-1.5833323,-2.5365846,3.6071358,0.325274,-3.1709518,-3.093294,-0.8636988,-3.8670022,0.5548266,0.6251851,2.09175,4.500709,-0.3429834,1.9456177,2.2840579,-1.0818689,-2.9713423,0.2900111,-1.5912813,-3.7946796,2.2692988,-0.28806677,-0.54270875,-2.3614938,-4.4353886,0.27085713,-2.1656005,0.22268364,0.17666346,-4.9215345,-2.9569397,-0.1716633,-5.734425,-2.569358,0.9553709,-0.5940939,-3.7944238,-1.694188,0.2723161,3.0892227,0.5090735,0.42323646,4.032708,-1.2607449,-2.4547799,-0.28263843,-1.5797987,1.5131342,0.19615367,0.7285012,6.727761,1.4853196,-0.66610485,-1.7755837,0.66083217,-1.5714405,-0.96104497,-1.5772951,-0.13705978,1.9869304,-1.7177404,3.3776443,-0.1485302,1.8944683,2.5207057,-1.1890153,-1.8017461,2.523473,-0.94420207,-3.2334988,-3.0680106,-2.3450816,-2.313243,0.077496774,2.558907,0.01488748,-1.6751593,-2.429031,-1.973456,-0.6704661,-1.4901422,-1.0847294,1.3027699,3.1598165,2.792967,4.277419,-0.055190977,-1.6606253,2.3908126,-1.6887381,-2.9223583,-2.5180514,-2.1300566,-2.5490644,2.3324447,2.4206698,6.438138,-2.6496618,-1.7569048,2.5614,-1.3214103,-2.7525568,1.1631905,4.97462,2.9381876,-1.4109291,-0.744307,0.91833305,0.067105964,0.47517207,4.332574,-1.0192332,-1.2520863,1.1644669,-4.0331144,-0.014358495,1.8608261,1.7173935,3.2943273,2.777156,-4.375714,-1.8310647,6.1665816
In,-1.124689,5.2979474,1.0578365,0.82453924,-1.7989391,0.4253395,4.376761,0.82101077,-3.130311,2.2714384,1.617268,-1.912745,-3.398493,0.7771924,1.4643387,0.4444218,0.32333016,-2.2948902,-3.8782241,-2.3930418,1.3968173,-0.16764088,-1.6128291,-0.0849286,3.4166167,-2.8337498,2.322194,2.7053995,-0.96256995,-2.5608473,0.004557507,0.101801194,2.8181458,-2.8701982,3.9699466,2.3099263,2.84943,1.2072067,0.004791284,-3.029068,-0.14238767,0.51508725,3.5119493,1.0722136,0.5943981,2.5548368,-1.2359751,0.50942963,3.4986057,2.8306043,0.2100823,3.2347558,-0.5094665,-0.40997973,-1.114807,-2.5063577,3.014926,2.4520695,0.36289576,2.1082609,-4.337823,-2.0983138,-0.6581014,0.107013665,2.1647646,-3.7735856,-4.4926577,2.126112,0.5197884,1.6764736,4.262626,-1.0471243,-4.228491,-1.1134653,-1.2085098,-0.08525577,-1.0478716,0.53825074,-1.6728101,3.2282977,1.6764182,-1.8932035,-2.1558714,-1.6688921,-3.0378737,0.21585606,-1.2688245,0.24462797,4.0756006,1.9789642,2.703733,1.0354724,-1.9385592,-3.3337872,0.92951804,-1.3656836,-5.4747214,0.7002707,-1.9415125,0.18313608,-1.448742,-4.245608,-2.0241363,1.2785362,0.5997827,0.20033209,-1.9818679,1.2048053,-0.5005158,-1.3618109,1.0916088,1.9458065,-2.3146527,-0.91713953,-2.6560905,0.087146975,3.9012396,0.43505377,-3.5890665,5.677504,-0.8632864,-3.1196442,-0.6396203,-3.426204,-1.7835233,-2.1572354,0.8575752,3.384664,-2.187194,1.0745239,0.2824648,-0.77810323,-1.0619724,-0.5918353,-1.9430137,3.92836,2.420444,-0.68284327,2.0022802,1.2874736,0.4802405,1.2183945,-0.7297754,0.598856,-2.164702,2.7647128,-1.0350348,-4.3160615,-1.1886516,2.086717,-2.286086,-0.9400673,-1.8880471,-1.701443,-0.23680772,0.7656709,-2.0364368,-1.2472504,-1.802571,2.1221216,2.6787372,0.68424815,4.478286,0.8692947,0.2443718,2.5333302,1.835169,-1.011081,-1.2429413,-2.1252105,0.36704946,-2.058532,1.6565758,2.5095603,-4.5861435,-0.3609205,3.4827693,-0.876441,-2.252974,0.54469144,1.9292463,3.3013086,-0.8462892,1.1394495,0.2792062,-0.69625396,-3.9055812,3.0692122,-1.4364866,-1.0017989,-2.3637698,-3.0559266,1.2180401,-0.99863344,-0.20185786,1.9829438,4.625905,-3.8498445,-2.8964317,6.4177823
Sn,-2.5589514,2.8679206,-0.11711225,1.8359773,-5.8264327,-1.9827143,2.829036,-1.7141223,-2.6875746,-1.5174745,-2.0119257,-5.0535793,-2.7855227,0.42672846,-2.145664,0.84005046,1.173402,-2.1414828,-4.2420926,-1.6631461,1.9868834,-2.1167145,-0.18777823,0.5298591,1.3996346,-0.52384704,1.3712668,1.8764603,-2.0805767,-4.663862,0.9286882,-0.61623555,0.6191679,-1.8245641,1.5125737,3.0382771,-0.48170677,1.3910097,-1.2176858,-3.2544785,-0.059888095,-0.51314145,4.4462004,-0.2873247,0.62325037,2.1752703,-2.839575,-2.3829625,0.82820106,2.0981884,2.4035873,-0.5829253,2.0369003,2.381226,-0.639789,-1.3271936,1.1351393,0.096866146,0.99498296,-1.7818298,-3.15362,0.37920558,0.6083975,-0.28923377,4.2554865,-3.7120075,-3.8323977,4.5326915,-0.3229809,3.8811405,0.08292431,-3.2451367,-2.5265753,-0.14555052,-0.7067115,-0.6904979,1.6657995,-2.3109531,-1.3652308,3.2736437,3.148453,-1.3485259,-2.935336,2.2277563,1.8170863,0.94671345,0.43769568,-0.4019665,6.9154644,0.6377388,-0.38070256,0.49788138,0.16341949,-4.201683,0.3837086,-4.067309,-8.734873,-1.6827863,-1.2370361,-2.2175703,-1.4174128,-5.6870794,-4.2078223,-1.6334242,1.7539577,0.2004276,-2.7783096,-4.846869,1.1762815,-3.0723853,-2.2005079,0.41218752,-1.2794179,-3.592079,-1.3926332,1.2148716,1.5857372,-2.5340662,-1.667548,4.7727814,-0.4256366,-3.112656,-1.3406876,-4.5673804,-2.4651918,-3.931734,0.470331,5.257957,-1.999968,0.63646775,-1.2774566,-0.042968076,0.19729678,-3.1838348,-1.9969089,0.41275913,4.696945,0.2639762,3.0052688,-1.640512,2.4633791,-0.32024014,-2.1128237,-1.7304941,0.42183885,1.065762,-1.5297364,-1.1272811,-4.38715,-0.71098864,-2.2968435,0.80135226,0.8303834,-0.4474739,-2.0284896,-1.0311567,0.3923431,-5.4404793,-1.4949132,3.9430876,3.7081885,0.23351493,4.6259065,1.3146712,-0.63022107,3.201184,-1.3613275,-3.222705,-3.1427646,-1.8131098,-0.4644925,-0.39329854,0.27548635,4.0904813,-2.4661233,-3.2478788,3.9055803,-0.11919374,-2.180872,-0.065908246,1.9254372,2.519012,-0.1546752,0.193704,0.88528144,-3.2899008,-2.077765,4.969412,-1.7160289,-0.6636885,0.12812223,-2.65708,-0.23647362,1.2661867,0.30581045,5.8191934,0.36292362,-3.1188314,0.106452145,6.0015
Sb,-3.414196,0.54806507,0.32342416,4.2833414,-3.3186667,0.67607254,4.941936,2.9938645,-0.8507222,-1.8345039,-0.20799957,-2.107679,-1.4706571,0.25836757,-0.0367998,-2.1361797,2.097168,-3.0780487,-5.103279,-1.5937116,2.183841,-1.9745744,2.1569767,2.9295511,0.2815435,-1.5282309,1.0358042,2.242882,-1.5084225,-5.9174747,1.2989377,1.1563591,1.9897516,-4.219528,1.6990736,4.264327,3.2089028,-0.107352175,-1.5075666,-2.713732,-2.99145,5.063495,4.7944613,-2.1402843,1.0365212,1.6735778,-2.3769877,-4.8129115,0.5901969,2.098207,-1.0046847,3.1374888,1.3810127,-0.12797013,-1.7844499,-3.2841122,-0.14233765,0.06181647,0.8602338,0.4410473,-1.4573685,1.6354083,3.444396,-0.85696185,2.5882046,-1.6762733,-1.8487822,3.9413478,-1.4105443,5.0918474,-1.4118626,-3.4236214,-3.5635312,-3.2333548,-1.1297001,1.5082841,-2.5590515,-0.8767238,-3.7424889,2.9662516,2.5366852,-1.4310794,-2.4227707,-0.24336654,-1.7566081,0.1328655,-2.1605608,0.28784865,5.400131,2.53768,1.7477186,1.4356301,-0.60559314,-2.5101237,1.456714,-1.9045013,-4.4523835,-1.1475438,-2.236274,1.90696,-1.7638687,-5.0078616,-2.9719539,-0.34059852,-2.7652884,2.0245514,-1.878506,-2.5020378,-3.808508,-2.9265285,-1.8193302,0.5958466,-1.6292994,-1.9562237,-0.6080283,2.3978772,2.5834157,0.21459278,-1.4050523,4.424701,-0.84749234,-5.5592113,-2.1436367,0.001364144,-1.2249105,-3.001347,0.78784794,4.280077,-1.0323645,-0.480913,-2.8972237,2.0573797,-0.71784794,-1.7799724,-1.5338211,2.805024,5.344355,-1.0688998,1.8518952,1.1093967,0.7693902,3.1920807,-1.2557732,-0.4971532,2.377831,1.9880449,-2.5207117,-1.3966126,-2.6215117,-1.4032686,-0.9664041,-2.0934248,-2.1187286,-3.9462867,-2.7306213,0.27866384,0.13549654,-2.156446,0.8076225,5.9201956,4.5707836,1.842952,5.306685,5.7565975,-4.762905,2.527225,-1.0188774,-2.5508986,-2.131363,-1.3218498,-1.0071316,-2.0447428,-1.125568,3.444922,-2.9439127,-2.03672,2.341179,-2.059252,-3.4499156,0.5622134,2.5228388,0.6563462,-0.864536,1.0617833,0.4192423,-0.40711483,-0.80064243,1.4345168,-3.0523796,-0.62470317,1.0647815,-2.430032,2.705348,2.3681815,-0.5556817,2.9186294,2.1300774,-3.115536,0.5025556,2.980823
Te,-4.048183,0.66254544,-1.9506712,1.0308499,-3.6867042,-0.40005034,4.9216957,1.7785952,-1.4535224,0.11691375,-0.87318563,-1.5119448,1.2639781,0.83067775,-1.1572952,1.4654161,0.00469402,-4.6493993,-7.7189183,-1.4035035,3.4765887,-0.21130951,2.9490535,-0.80690837,-0.45969144,-4.3497415,2.4789734,0.6480558,-2.0163982,-4.3125854,4.649162,2.3707924,2.4172966,-2.6918297,1.6613456,4.415051,0.33364716,-3.6514022,-3.0877082,-1.4715884,-0.6408035,2.3413963,1.0075871,0.10112269,2.221976,2.1392362,-0.8969691,-2.4986815,3.3064747,1.5487628,2.611598,1.6868417,-1.7619104,0.67743593,-2.5069222,-2.747596,1.6530125,1.142144,-0.006258635,-1.9791167,-1.1032573,0.73876226,1.6765735,0.62171465,2.927558,-2.3900268,-1.6907564,2.2078762,-1.090567,0.7743076,-0.07249976,-3.536531,-3.3877945,-0.97261226,0.32367662,0.44202414,0.2557357,-1.455303,-5.0337663,0.7735729,0.97596914,-0.514137,-2.7164395,-3.0637903,-3.2319198,-0.59687,-0.013389899,0.63045114,4.3522754,-0.39051014,1.5227375,-0.56591725,1.5574903,-2.3887138,1.1125455,-4.4343715,-5.5144467,-1.5146532,-3.19599,0.23650713,-0.93254864,-2.7787418,-2.5097408,-0.09255342,-0.080365375,1.4696109,-2.021428,-2.1761928,-2.9326286,-5.8425565,-3.2833471,2.280798,-0.19995783,0.9442927,-2.0589194,-0.83243424,4.0095544,-2.0147333,-1.7914844,3.0170953,-2.5534718,-1.1217164,-1.2636119,2.119959,-1.0441633,-4.604971,2.460012,3.4571185,-1.0663694,-0.062939845,0.02580691,1.4935915,-1.1762309,-3.5468645,0.33185259,1.7376735,6.005401,4.366753,2.5301344,-0.4291379,-2.5646122,3.0015671,-1.2422098,1.6459287,1.9379802,-0.23520428,-3.8267467,-4.072556,-2.3711996,0.39555764,1.2647874,2.3808806,0.094421424,-5.466653,-1.4440836,-0.42413536,0.33349267,-2.9283037,-2.066482,2.7217958,4.188429,1.9146812,1.9680127,2.4889715,-3.4696267,2.7308218,-1.081205,-2.6091754,-2.5842404,-1.0904504,2.3089194,-3.3147345,-1.1283044,-0.7499701,-2.036479,-1.2403523,3.212581,-0.6944462,-3.9971073,0.7292367,5.532689,2.9514542,-0.8908969,0.18273465,1.6504622,-5.5542536,-0.9263399,2.3320944,-4.5801606,-1.0612282,-0.58172333,-4.2103143,0.737837,-2.025505,-3.0819519,5.0323577,4.257329,-2.9855607,-0.003797961,4.516263
I,-3.7833157,0.95742214,0.25742334,-0.21578424,-0.88791174,-1.6507093,3.8557339,4.6253476,-0.7054836,0.6093687,1.7876596,0.028941886,1.8354914,1.8511403,1.0271722,0.838521,2.5210156,-4.10291,-5.245344,-1.3312185,3.2235172,0.13067459,2.1650436,-0.58358353,-0.59302896,-0.8721979,6.3949256,0.84315413,-1.4203597,-4.3556724,0.07293745,0.8761162,1.2256649,-4.702484,2.2485554,1.7205052,2.0163324,-0.37724227,-2.183191,-3.4411118,-1.7822326,0.704303,2.6764374,-1.3885282,1.8478323,2.9199374,-1.075121,-0.6944261,-1.5178491,2.416907,1.0233035,3.0357792,-2.5475645,-0.010281975,-2.8073251,0.118407816,1.5082659,2.5447927,-0.2048304,-1.377902,-1.5656613,-0.000541765,-0.6792366,-2.8455973,3.0271065,-5.1952634,-1.3445361,3.3094323,-2.4329975,3.2073572,1.5188146,-3.4057047,-2.7596018,-2.1556702,2.253733,-1.4612994,0.031590153,0.88156307,-3.2180567,2.1163113,1.6273856,0.03362752,-1.2412093,0.6373777,-2.5846467,1.5875006,-0.15079248,-0.36176708,5.137239,-0.80709285,2.3678517,3.6438448,1.2823946,-0.75558454,1.8918602,-1.8608323,-3.2790096,-1.3011504,-3.0304859,1.4560454,-1.6939662,-5.0215073,-5.484925,-3.1513314,-0.19924799,0.9613514,-3.4103258,0.79018456,-1.961152,-1.9191723,-0.5752965,3.1683886,0.16299811,-3.3300257,-3.587946,1.0882068,3.3485193,1.0414141,-2.7469049,1.1972852,-0.9816812,-2.2920384,-2.2257895,0.7149312,-0.43632916,-3.6923926,-0.06491546,0.4534632,-2.4449248,0.930674,1.7561494,-0.34816676,-3.1559868,-1.2459835,-1.0200454,2.2692282,1.9456867,1.0733167,2.2537653,-2.098437,-1.957833,1.865618,-1.9917439,-0.64361465,1.7535026,-1.6277555,-1.628674,-4.7112484,-1.8700379,-1.0571225,1.0643163,1.2876502,0.6361988,-3.8439817,-1.0348588,-0.7961334,-0.31755057,-1.4645655,-0.5899469,4.932442,2.055843,2.4453392,4.2975345,-0.0890571,-0.7942859,0.9754379,-1.750828,-1.4744362,-0.14734453,0.1703432,1.1376865,-1.6402556,3.75736,3.39325,-2.6963298,0.21623829,1.8963352,-1.3107102,-3.0386014,-0.16345415,6.8644676,2.597023,2.5067737,0.05321596,1.1386082,-4.2572374,-3.8330202,3.4996011,-3.058664,0.028910067,-0.77945054,-0.012373204,-0.7346889,-1.6797181,-2.5149672,4.006994,1.1629764,-1.8296995,-0.53908026,2.3408816
Xe,-1.717404,1.7546607,0.23808536,0.624682,-1.9557413,-1.8305645,1.4436148,-0.2732685,-4.401273,-0.35272345,3.6503117,0.7176265,0.34058723,-1.3145596,-1.6396216,-1.4857829,2.762896,0.52329624,0.10663127,-1.1871897,-1.3879267,-1.9941478,0.44381824,-0.08300008,-0.3454561,0.837949,0.10580241,-0.84126955,0.27778915,0.30321145,1.15492,0.3551459,-1.4410213,-1.2105477,3.0524504,0.9116894,1.4749982,0.06588101,-2.7663279,-0.73975337,-2.6179392,1.647292,2.41778,0.050280895,1.5997598,1.263661,-2.7455113,-1.1236595,-0.08152915,3.3955035,-2.0278425,2.7742393,1.4654741,-1.3658385,-0.5485612,-0.7570566,-1.5472883,1.4256649,2.1877744,2.298945,-1.5033625,-3.1620212,-0.27109015,-0.7516356,1.8568279,-0.7564858,-1.2773345,1.0737768,-1.5380714,3.2210255,-0.89980775,0.20899764,-1.2525628,-0.057675652,0.9944311,-1.4366468,-1.6930149,0.13427977,0.13732208,3.4620817,0.16110934,-0.06403294,0.11637117,1.2504586,-1.9621029,0.79840815,-0.29374483,-0.33201,0.98676664,3.2528455,0.408731,3.5114572,0.04021029,-1.3005692,1.1116599,-1.0690441,-2.5404022,-0.61607414,-1.713163,-1.7061782,0.43139032,-2.3957295,-1.0316961,-1.2923591,2.0368505,0.92545277,-1.968544,-1.8876569,-0.9007537,-3.2712555,-2.5303147,1.9782779,-3.4337478,0.79792255,-4.6447062,2.1889215,0.6356351,1.8717642,-0.30280524,-0.6578017,-1.9432403,0.18694048,-2.301432,0.550671,-1.1954569,-0.2978388,-0.31255144,5.8472395,-0.9225908,0.2940396,0.756436,1.1304506,-4.059708,-1.1863402,-0.73421645,0.5440234,-1.31891,1.8054577,0.029766621,-1.1154723,1.1919817,2.4813347,-1.5365583,1.9125144,0.59517926,2.2562099,-4.641928,-4.0634885,-2.186941,-0.88538295,-1.5719458,-1.8911234,-2.6611242,-3.4191813,-1.2776603,-4.00372,-0.33620554,-1.16269,-0.34368438,2.9769757,-1.5669038,0.36200517,1.5946082,3.4277105,-0.4935366,-0.9793805,0.07414742,-1.9859302,1.3876334,0.26936266,-0.95947987,0.46565983,0.74285895,3.2589815,-1.174458,0.9093804,3.1415586,0.21640597,-1.0231384,-0.55046946,1.1168535,1.1296959,-1.1823967,1.7093009,1.8290015,-1.1879915,-0.6307606,0.1611832,-0.015699105,2.6672025,0.680525,0.43887013,1.423403,0.95822614,-0.6854726,-0.8297357,1.4576975,-2.869183,-1.6562312,2.5236642
Cs,-3.600508,3.0166142,-1.6501023,2.1605513,-1.4092163,-2.9817073,4.3901196,1.204891,-2.5055587,4.0279236,1.0236621,-0.74610895,-3.4969642,-1.9766079,2.5147848,1.363842,0.51040465,-2.9748578,-4.459721,-0.13818763,1.6526936,-2.3648396,2.081135,-0.84429294,4.560516,0.13352859,2.3066785,-0.48266587,-1.6072385,-3.5282857,0.99910635,-0.6162393,2.6830008,0.21454416,1.5850517,-1.1556983,2.3839545,-0.65317947,-2.654619,-1.8551033,-3.3951845,3.2171764,3.4567478,-1.830253,-0.85550183,3.7732782,-4.3192573,-3.9294443,-0.09868772,-1.4242367,1.4787403,4.175612,2.1993136,2.6887681,-2.36877,-2.6181555,0.54047716,0.82621443,-0.4238484,-1.1357702,-0.85695726,-1.7456882,1.5383829,-2.289664,1.005403,-4.7926054,-3.32519,2.3025913,-2.29801,1.962962,1.7032931,-1.0824834,-3.0733278,2.7152028,-1.257211,-3.9448645,-0.96087193,-1.5342636,-2.8116643,2.1281564,0.3193232,-2.2632294,-1.4217484,-1.6478914,-0.40070534,-1.3998028,0.8937109,1.1177143,3.9856465,2.1841245,0.28188568,3.7749805,-1.6855124,-3.7195034,-0.65080667,-0.6699792,-5.233879,-2.9678102,-0.63949895,-0.095769614,-3.5666945,-2.8710957,-3.449946,0.43853846,3.4621265,-2.3217368,-4.368206,-2.157971,-0.4441203,-5.2924566,-2.2442074,5.792037,-2.9718237,-3.4299984,-2.9372241,2.3293145,2.930407,-1.564573,1.7572125,1.666242,-1.8495218,-2.768925,0.20940265,-3.794223,1.693436,1.289393,0.69143206,5.4965286,-1.297828,-1.3604375,-1.1649693,1.7655332,-1.0226815,-2.498251,0.122805275,2.7840254,3.4841752,-1.5716482,1.7080832,-0.97663414,0.9429189,3.6052568,-2.2436652,-2.471689,0.56894946,1.8286341,-4.4096446,-1.7536967,-0.9189593,2.1530156,-0.48528254,-0.08395689,-2.0812232,-2.5109434,-3.6803334,-3.6870732,0.7049666,3.0306084,0.9775237,1.7708119,1.6873978,1.6841638,5.0123873,-0.030019816,2.5379918,0.6035416,0.4223542,-1.0411314,-3.9496956,-3.5221467,-1.9423002,-2.243565,-1.9377521,7.5346074,-1.333502,-0.8082869,5.0265865,2.5379915,-2.4392111,3.1608348,4.4826474,3.1571329,0.550645,0.533149,4.1438355,-2.128961,-2.288419,3.7657378,-3.7261884,-1.2467042,2.5722828,-4.514293,0.5087542,3.3754845,-2.7645354,3.3723943,1.2993071,-4.5316367,-2.5875473,3.1486816
