element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
Au,-5.628859,3.520883,-2.058364,0.48831376,-3.1284473,-4.2551794,4.767745,0.23188591,1.586706,0.40904304,2.0087023,-4.769191,-0.20272772,-0.08890209,3.5518866,-1.1719464,2.9498763,-3.2600248,-1.7869853,1.1272002,0.014502334,0.3385187,2.2945812,2.2662232,0.34588474,-0.09146296,1.294214,-2.6499112,-1.3194656,-4.397532,0.6573286,-0.38393906,3.7046533,-3.9280384,-0.44721985,4.209476,2.5977983,-1.2532781,-0.8045845,-0.7939479,-0.4927578,0.5880729,4.5183992,-1.9411384,0.17780416,0.13592598,-2.8481314,-4.007979,1.0914541,0.8062191,0.4679737,1.7383025,1.1551267,1.6132276,-0.34642375,-3.814619,0.35924563,0.89766645,-1.8562196,1.4085366,-1.6688744,-4.0488186,-0.5096029,-2.2076788,2.643437,-1.1720573,-2.1010745,2.613646,1.0454224,4.373874,1.1264377,-2.930442,-3.4496088,-2.02665,1.0649675,-0.5594365,-0.4796827,-1.3242525,-1.8488402,0.87810576,2.2620685,-0.91535074,-3.0667074,-0.91672647,-3.6736896,-0.52758443,-1.0438902,0.046015095,5.749972,-1.1739072,2.092276,1.7322097,-2.8680935,-2.0955262,2.223341,-4.360875,-5.337342,0.48889294,-0.58631766,0.43956423,-3.5817878,-3.7295718,-4.295285,-0.031532805,0.97884893,-2.14738,-2.6155326,-2.0456986,-1.2215002,-2.4133925,-3.4624617,2.3039007,-2.916134,-0.9299193,-1.502426,2.3815372,1.9994334,-0.35490575,0.07449115,-0.16932292,0.12662733,-2.313591,-2.0789196,-2.1074104,-0.5648943,0.9168601,1.201073,5.981711,-0.274171,-3.274076,1.1283505,-1.3354712,-2.586136,-3.548671,-1.8499795,-1.1218582,3.2431648,1.2996265,3.387404,-0.8057778,0.072106116,-2.4097438,-2.1749678,0.07020957,-0.2510612,1.1938998,-0.89800185,-1.7350947,-2.1678264,-0.3682864,0.004372523,0.052624743,-1.1458986,-3.0242302,-2.373921,-1.305776,0.64202005,-0.4641263,0.5790384,3.9991817,3.063381,1.5917038,3.033288,-0.5325184,1.0626525,1.175825,-0.10112288,-1.3600208,-3.4285996,2.60455,-2.054158,-0.22935104,0.9744622,3.70261,0.88144696,-2.1329904,2.7435741,0.7946338,0.79454654,1.4922339,3.2195382,2.9596274,-1.4215742,1.8754836,3.273737,-1.3924994,-2.9938614,3.3775346,-1.1911703,-3.5626028,-0.39859214,-1.5188915,0.516571,0.5950029,-0.47352043,2.8501554,3.4185946,-5.04331,-2.3925252,3.4278357
Hg,-5.6844306,2.9374983,-1.4430978,2.5237207,-2.1406581,-1.7449299,2.824485,0.6308965,-2.0931776,3.4125986,3.164255,-3.0843964,-4.027527,-0.036202043,0.79221356,0.23207487,-0.45821375,-1.1163431,-3.050808,-0.7349294,1.6233726,-1.0569931,0.98942214,2.6179538,4.815658,-1.2630066,1.3448182,0.28733143,-0.2793207,-4.0825467,3.2749588,0.97714794,1.1758413,-2.6312165,3.7498791,2.9561152,3.8727016,-1.0053655,0.18116927,-1.6708302,0.44377798,-0.6605385,1.9426665,-0.41009378,-0.68463004,0.9218172,-2.7277741,1.2122166,1.8967481,0.54725665,-0.6439934,1.7080674,-0.37306547,1.9715629,-3.284459,-0.37013167,1.592056,1.6297561,0.81764555,-0.9498901,-2.8163826,0.03639438,-0.13026153,-1.6190652,2.2067714,-1.495088,-3.1757007,1.6576833,1.5257555,3.2784004,1.1105832,-2.206362,-1.9421647,-2.2244513,2.4038293,-2.18694,0.19946487,-0.42282775,-3.6910715,2.5952833,0.7041626,-0.37517205,-2.4289072,0.58569473,-3.3192344,1.1387957,-1.7445983,-1.7833488,4.937304,0.5394294,0.08903219,-0.2382246,2.0866888,-2.784348,0.8333825,-2.3764765,-4.1482453,-1.7135032,1.2033824,0.9091498,-1.7414321,-4.441186,-3.0924296,-1.4627333,-0.51962703,1.0873208,-4.192374,-1.8518897,0.14713338,-2.5400364,-3.501489,1.9065373,-2.763205,-2.841637,-1.5004369,1.0067297,1.7656007,-1.1768728,0.9620231,1.6913722,-1.7345835,-1.9393834,-2.9467363,-2.525953,-3.240819,0.29478908,-1.0530224,5.6814313,-2.5606704,0.26559806,1.1771058,-0.005154598,1.394657,-1.0652049,-1.59056,2.1726518,4.596022,-1.1538284,2.5156043,-0.023663936,2.8899767,2.4238825,-2.229159,-1.4066886,0.6626862,1.5796152,-1.6053886,-1.9447954,-3.170564,-1.193136,-2.2098367,-1.8789912,-0.7296369,0.18521145,-2.1038785,-2.8221688,0.7237447,0.41964358,-2.3778567,5.555108,1.4602561,1.6765225,3.342918,-0.9301664,0.48612836,2.7679696,-0.23894364,0.22669509,-4.0793,-0.14944795,-0.39246738,-0.19924727,1.5771041,4.0643845,-1.7310503,-1.8854239,2.4476728,-1.3683162,-2.8636975,0.14452653,3.92472,4.0630436,-1.4255174,0.8044743,0.3013462,-4.118281,-1.8435189,3.2794163,-2.168096,-1.8175541,-1.2446034,-1.359908,0.5134904,1.0171243,0.07819301,1.7973651,3.4346473,-4.5991473,-0.81180686,5.596293
Tl,-1.4564399,2.631233,-1.0746621,2.7888212,-3.8979163,-3.8796482,3.4688609,1.327464,0.37262282,-0.89917386,2.1221895,-3.53956,-2.0949516,-0.10117626,2.603511,2.6708815,1.5196872,-2.6584396,-4.3664303,0.26503962,2.371408,0.0695939,0.42375714,0.9864093,1.7965251,-0.13955443,-1.348099,1.4523866,-2.5901284,-3.5814364,1.6558886,-1.0867631,0.37414098,-3.7019339,1.4818261,1.5073975,0.37309512,-0.25378352,-2.5247831,-1.3245404,-2.3022156,-0.573762,3.2012389,-1.3802749,0.29021618,1.242741,-1.66143,-2.1495147,1.2976365,1.7985567,0.07596778,3.369695,2.8924959,1.6761302,-1.7584534,-1.2371516,3.189392,1.5925277,-0.55741715,-2.5013227,-2.265488,-1.8805028,0.9948864,-0.5054733,0.5931558,-3.039344,-1.0496548,3.7622743,1.3776813,1.550922,3.0777037,-2.5478637,-1.2092793,-0.5763333,0.57055026,-2.4734778,-1.6288754,-1.4509052,-3.5062768,2.6372664,-1.460599,-2.812415,-0.65444314,-0.24938844,-1.0518122,1.7361077,0.24373955,-0.5058516,4.012978,-0.6238199,-0.39447412,1.3187689,-1.7742838,-1.0719829,1.6106415,-4.8064194,-3.432371,-2.2600968,-3.642459,-0.7974514,-3.289131,-1.7149577,-4.8713326,-1.0803171,-0.31080335,-0.05752754,-1.6554955,-0.08724071,-2.1904125,-3.1250463,-2.3952067,2.3893197,-1.636416,-3.4007916,-1.3740327,0.4612821,4.401623,1.6300508,-1.9846171,3.6609204,-1.8469714,-2.1417139,-1.0539297,-2.8176289,-1.629074,0.8403885,1.7165867,4.8561163,0.7956177,-1.593687,0.24163146,-0.048964042,1.1041483,-0.7536681,-1.8820841,1.1375333,3.8855126,1.4255483,0.23397757,-1.3050444,1.6259314,3.7918146,-3.2971563,-0.2770535,1.5925446,3.4719005,-2.523377,-1.8839015,-1.4408784,-1.6233939,-0.5251747,-1.6312838,-1.5170258,-4.790072,-2.4826658,-0.89587283,-0.17279974,-0.5411354,-1.5526597,3.284392,1.6241951,3.686559,3.9406571,0.30119815,-0.80598164,4.2215104,1.5254753,-1.7256215,-4.6295753,0.3794335,-2.2074382,0.04349036,-0.79678124,4.5190845,-2.4606826,0.45585296,4.269829,0.23435651,-3.177513,1.982641,3.658533,1.6897545,-2.3949523,1.0446334,1.4338927,-2.0207577,-0.5962813,3.14335,0.43515977,-1.086876,-1.3942403,-3.0183806,-0.24545921,-0.004069619,0.6409091,4.8115253,2.6866019,-3.4007137,1.2314888,4.3727136
Pb,-4.4301596,1.8494332,-2.3579118,0.11718692,-2.7238834,-3.3152015,4.4822273,3.0818386,-1.5659851,1.2441418,0.7263692,-2.9787617,-2.202382,-1.304217,0.6761633,-1.5382907,-0.30705726,-1.6418802,-4.3622246,-0.2502485,4.405589,-2.002994,0.63621897,0.48031023,2.2617931,0.8014588,3.1666229,1.7059672,-1.6589139,-1.7695746,1.1749867,-0.048721258,2.7714293,-2.9995928,2.1785636,3.5786438,3.768416,-0.90625143,-2.431978,-2.3016264,-3.3851283,1.7110391,4.5260353,-1.1652458,-1.920473,3.428442,-2.8070529,-2.3538349,2.2583582,0.89806616,-0.22400643,3.1540627,1.3405794,1.1356393,-3.9768658,-3.852089,1.1903846,-0.2790437,-0.13701345,-0.16783856,-1.8743666,-1.220527,1.9430925,0.34763348,1.9760693,-2.438937,-2.656092,4.362608,-0.66372955,2.1513367,3.9990473,-1.4872227,-3.9066207,-0.20712285,0.6248352,-1.7744756,0.18341114,-0.5770413,-3.63534,2.8941796,0.12668082,-3.032326,-0.7365356,-0.64493424,-2.1483476,0.54871124,1.2660587,-0.12915206,6.5362234,-1.586617,1.7089422,1.7484617,-0.8514801,-3.3200114,2.8906536,-3.7827842,-3.318912,-2.55136,-1.589292,-1.3995372,-3.8493085,-2.0854962,-1.1732771,-0.18823336,0.18526821,0.132387,-1.3057969,-4.2065587,-2.7090714,-3.4806306,-0.61731505,3.019454,-1.6857517,-1.2256479,-0.9728821,0.82528585,2.4263263,1.9171333,-0.1115787,3.6516235,-1.7697046,-3.9968412,-3.2606437,-0.48375425,-1.6577045,-1.3210689,0.63174194,5.6169205,-2.5608604,-0.3214393,0.8098411,-0.41342112,-0.550321,-1.8749548,-1.7597895,0.795763,4.926463,0.8965527,2.5841343,-2.6787143,1.1015626,3.900902,-1.2567286,-0.90207106,-0.024875874,0.47520927,-1.7584219,-1.9183656,-4.7376103,-1.5108237,-1.3123119,-0.004975955,-4.113831,-2.4718847,-3.8713462,-1.5255134,-0.67491966,-0.2712648,-2.9657187,0.71736175,1.0531945,-0.03945221,5.172988,0.51963115,-2.2990265,2.1560807,-0.24375111,-1.7259543,-1.5829512,-3.117567,1.2925829,-0.7735707,0.43550888,4.034209,-3.8201747,-0.31562564,4.741983,-1.2194064,-3.9544294,-0.07040126,2.9588637,1.9102318,-0.047254927,0.76384515,1.8031002,-1.3902321,-0.9408993,3.889837,-1.209619,-1.8616763,0.6530151,-3.1505265,1.0529492,1.7573609,0.36995915,4.6057005,3.1287377,-4.9077783,-1.5310986,2.4127274
Bi,-5.212375,2.5035183,-2.3085685,1.0327097,-2.140591,1.480497,4.416502,3.151476,-1.3189285,0.31449264,0.5331436,-3.651697,-2.564513,1.0224226,0.39900136,-2.2743387,1.4488606,-4.005733,-4.984695,-1.0230595,3.5162568,0.20110823,3.222471,1.4452051,2.0885148,-4.051542,2.2430172,2.967578,-2.8478749,-3.6371286,6.0379486,-0.694605,1.121571,-1.7549055,1.8244518,3.4146852,2.9721637,2.6926064,-0.87857664,-0.8496127,-2.510855,4.3217826,2.3926516,0.8818769,-2.9846504,2.4519825,-3.8222444,-2.3030906,3.3413591,1.6106051,0.42932037,3.7594411,-0.08942396,0.37803757,-2.1985092,-1.8183451,-0.698569,1.1020085,0.16006206,-0.26312584,-3.4758053,0.8073516,2.4179149,-0.7531433,2.4734404,-5.381185,-1.8933524,4.939745,-1.0459429,3.3922548,2.9791656,-2.0763695,-2.3228636,-0.66737735,0.2118954,-1.816245,0.38681415,-2.446922,-4.7753835,1.2898911,-1.3735286,-3.7514029,-3.555316,-1.033343,-1.9115005,-1.2636636,2.5983274,-0.6168409,8.2696295,-1.4715687,0.08855378,3.312763,-1.8171045,-3.996865,2.493501,-4.5593953,-2.4371927,-2.0708263,-0.60587955,-0.87011117,-3.6249564,-3.4875276,-0.99464774,0.75936985,-1.107348,2.151694,-2.9570143,-3.7691228,-3.671706,-3.9672651,-1.584236,1.3845865,-2.3745394,-3.2466624,-5.205868,3.306318,2.364592,2.560515,-2.6744895,4.6735125,-1.9597166,-4.243561,-3.158023,1.1111939,1.0950464,-4.2546372,4.5265975,2.2675493,-3.2113602,2.2524033,2.359571,-0.97194415,-0.89353645,-3.7892175,0.4356423,-0.7205096,3.7998219,1.1545526,1.5733364,-1.4480801,2.0113332,3.8579738,0.29705644,-0.8744271,1.5290807,1.7544312,-4.380216,-1.6411716,-4.333944,0.8559213,0.19285819,0.4313481,-0.95140415,-4.2996926,-0.8420265,-0.81641555,-0.6237755,-1.959066,-2.7903304,2.2702134,2.8214574,3.0875616,4.7122693,1.3402083,-2.1913693,2.1787915,-0.4105113,-0.26314893,-2.0627203,-1.9904996,-0.92347324,-2.224521,0.76763046,4.4904814,-3.08813,0.286173,3.6677363,-0.4851353,-3.9850864,0.3748884,5.25043,4.28606,1.3326122,-1.0170052,-0.6608999,-1.3240553,-0.6314627,3.7419505,-2.1776068,-0.047252003,-0.20548558,-2.1384819,-0.58740354,0.5045746,2.3645952,2.4170237,3.9419198,-3.316555,-1.5673426,2.7301447
Ac,0.11780722,-1.0414395,1.672586,1.9724259,-0.8569524,-3.303708,1.7846162,-2.8362024,1.4289415,2.3130841,-2.360834,-1.8671901,1.3887326,3.010877,3.4324238,1.7512717,2.4210546,-3.6609912,-3.6133,-2.028278,3.8020246,-1.2308631,-1.9872705,6.053475,0.48859814,3.7809825,0.18351257,-0.3574589,0.3507327,-1.4024678,3.4620295,0.022168038,-1.2347163,-1.7566624,0.43150374,2.9714882,-0.6269693,-0.6311865,-0.6040747,-0.10543723,1.0060719,-3.485507,4.04933,3.3779945,-0.51962626,-0.34871456,0.15352073,-3.8351018,-0.4038727,-0.085266,-1.2768928,1.0403445,0.75700223,2.0542324,-3.061875,-1.2827652,-0.10849702,-1.6164316,-2.6190221,-2.6216812,-0.41243958,-0.97729933,-1.0060161,-0.23653434,2.3436375,1.0242658,1.5371724,2.1922524,-0.88635945,3.3891315,-2.0341458,0.7236132,-0.38597563,1.5470295,-0.47112566,-1.7260182,2.9182262,-1.4581443,-3.4470677,-3.493724,-2.3045099,-0.8543055,-0.5187495,-2.1309288,-0.040354047,1.9627173,0.39507747,1.3906485,5.0203366,0.7624971,-0.80211365,1.5327013,0.15265517,-0.69687784,-1.1798078,-2.7214053,-2.52997,0.7398787,3.1910303,-1.9173027,2.2928143,-0.67615193,-2.5576684,0.77865714,0.120169945,-1.0460367,-0.26134157,-0.507386,2.2773385,0.5636001,-0.28783146,3.1583912,-1.5236847,-2.534052,0.53947407,-0.45184225,3.0319593,-1.2763542,1.4239793,1.9803923,-1.6669134,0.43263754,-2.5670936,-1.631482,-4.0749044,3.7173693,-2.0111084,3.9677987,0.88875306,-1.3173386,0.70013726,-2.2780638,-1.2677435,-0.18849958,-2.807722,-0.7505643,1.243525,0.81220293,-0.16133991,0.36627,-1.1056608,1.5671896,-0.06347023,-1.4712527,-3.7299829,2.7721665,-0.5680746,-0.7012757,3.3537176,-2.1151938,-0.87133676,-3.263375,1.6352808,-3.4508812,1.290374,-3.0295067,1.3437464,-1.9458914,-0.6109095,1.3165617,-2.1774464,1.1424142,-2.171022,0.09109461,3.0383673,-0.97087455,3.6161034,0.46928737,0.7552652,-0.87316114,2.081821,0.20696022,1.6336367,0.2998176,-3.0228648,0.8279312,-0.93344706,-1.3080856,1.9776812,2.3815062,2.9122682,2.1536813,1.7245988,2.0996017,2.3301513,-1.7325642,0.04643115,1.2751702,-1.5935369,-0.15014268,2.5963526,-0.83325636,-0.4144987,1.8944198,-2.5308216,0.61413914,0.09760385,-1.3458258,-2.3744817,2.3950286
Th,0.5516997,2.6140993,-2.0705287,2.4456944,-1.1177989,-2.133207,3.0166605,-0.54654515,-2.483425,-0.030410323,1.003032,-3.3001256,-1.2309252,1.0745373,0.73817366,2.2746384,1.0571132,-2.2860582,-3.8969638,1.2449524,3.687921,-1.8400489,-1.4403096,-2.3448403,4.486795,-1.6867541,0.68539786,-3.2289073,-0.46737167,-3.704207,1.1457425,-0.43545905,0.631993,-1.7508141,1.2573478,2.3927255,0.05253753,-1.1135904,-0.82344574,0.35822004,1.470605,1.0531776,3.365772,-2.7801397,0.67935866,2.374194,-2.2709644,-3.9651093,2.0062692,1.5168804,-0.002269004,4.3281446,1.0713866,1.6768432,-2.3801837,0.6815794,-0.5830819,-0.09144029,-0.7472062,-1.8086612,-0.18788351,-2.7566686,-0.53332245,-2.0258515,2.1531425,-1.6824168,-4.4357805,4.216389,-3.0635111,4.406399,0.37346238,-1.6956022,-1.661945,2.5551007,0.86081177,-1.3257066,-0.877725,-1.5982882,-0.5382662,0.9910009,0.81847847,-0.94288605,-4.77747,0.92953855,-4.229634,1.0436102,-1.0499547,1.9356737,5.998528,-0.81697243,-1.1854501,1.5723116,0.3882133,-0.001789464,4.029208,-0.47152206,-2.7597682,0.87069106,0.15084173,-1.613974,-2.5375717,-2.4156613,-3.1691744,-1.0953692,1.5885454,-1.2890797,-4.1908355,-3.4219518,-2.6333947,-0.829581,-1.9155389,2.9925637,-3.5887444,-1.7066154,-3.4755316,2.1752996,2.5681233,0.028659493,1.6263599,2.7967103,-2.723501,-4.0944815,0.2588788,-2.490103,-0.16629899,0.86461633,-1.2933873,5.794086,-1.7466394,-3.4429338,0.24426968,1.5323423,-0.30532557,-0.985578,-2.0274317,0.2891946,1.4383348,-1.3294433,-0.7205617,-2.0369987,-0.1014384,2.2944353,-0.36397523,-2.5570314,-0.56643426,1.9055749,-3.5755093,-1.5642723,-2.0483334,-1.7438556,-0.85402966,-0.040931072,-1.1192566,-0.23408064,-1.0988173,-1.9845909,-2.2200463,-0.8968367,-0.7203575,2.8974462,0.6206121,-0.8354212,1.2844026,-0.022322029,1.9979793,1.2837375,1.8864186,-1.8250773,-3.0145698,-2.2469141,1.6913911,-0.4691733,-0.2878307,5.6239543,-2.032241,0.083574094,3.2942905,-1.9700639,-2.0117574,0.9014365,1.9964412,4.126649,-3.2177129,0.9634151,1.6203268,-1.4341599,-1.9533525,1.8769109,1.6557862,-2.8258526,0.9299265,-1.7047579,0.48742095,-0.08375463,0.2813467,1.8946038,2.920861,-5.0450053,-1.8677229,3.5125449
Pa,1.6882052,0.9217586,0.45287427,1.3953005,-1.1992052,0.42237788,2.681807,-1.0279965,0.09401219,2.3997285,-0.2680235,0.93490267,-1.0335891,3.1349173,1.138695,0.9032796,1.1540556,-1.6937493,-1.5151762,-0.5966241,0.152263,-1.3202076,-0.55273145,2.9897208,-0.15063055,-0.51589495,-2.233804,-0.07175056,0.84133565,-1.58897,0.6476827,-1.0116067,2.4157128,-1.388072,1.5160284,3.3908875,-1.9165595,-0.89392084,-3.8034298,0.19803597,1.4280251,-2.3234427,3.025545,0.40588695,-3.6105013,1.1477331,-1.0538552,-2.2489984,0.8841034,-2.0469732,-0.24158318,3.323893,2.0487254,0.0980845,-2.7348223,0.6607196,1.5720458,-0.7226111,-2.0457425,-0.1697091,0.063094065,-0.94795513,0.2723174,0.45850077,2.255076,0.4356936,-0.6254991,1.7447343,1.4099271,1.5998877,-3.96653,-2.2042992,-1.3885255,0.0757442,-3.001013,-1.796716,-0.3297073,-2.0774953,-4.368891,-0.611409,-0.2720095,0.0859806,0.83632463,-1.151291,-0.46733335,-0.27531034,-2.2841594,-1.1513305,4.5104394,-0.15912808,0.27318004,1.2052958,0.039367206,0.10916574,-0.23079747,-2.1408403,-3.9994981,-1.172961,2.8037481,-0.34533134,-1.2819289,-0.49491128,-0.5648094,-0.9840289,-2.2665272,0.7548762,1.2845551,-1.303397,-1.1007732,1.9967536,-0.7821735,2.3176723,-2.7474394,-0.44230574,0.5409249,-1.9934757,2.3514848,-0.23094799,1.3437546,-0.59798783,-0.8686628,-1.0611366,-0.73189414,-2.2178695,-0.79711866,1.490287,0.2934023,1.9353659,0.109796725,-0.68622524,-0.3751014,-0.76896924,-2.6883595,0.83901274,-1.3963991,-2.4370756,0.9571537,-1.1823605,1.1570765,-0.47082004,0.23146453,1.0324193,0.7960427,-1.5561274,-1.4963176,3.08984,-0.5102719,-1.7345325,2.305737,-2.752045,-1.8148726,-0.4555434,-0.7342571,-4.0015235,1.5287001,-3.1673584,-0.55975807,-2.009996,1.4468069,3.6887534,-2.796205,1.0553827,-2.29151,0.725415,0.3675758,-0.600532,4.400165,0.09708891,0.06442254,1.8978611,0.42908922,1.8419191,1.0784423,-2.3960667,-1.8936048,-1.4648784,-2.062359,0.19832629,-2.812858,3.1522114,2.7718027,3.9074473,-1.5566275,2.8734572,2.3958561,0.14123404,-0.35995364,-0.6006393,0.37594128,-1.5515903,1.6654893,0.8427029,-2.419173,0.35625216,-1.0044307,-0.5460765,4.7727194,-0.29719403,0.59603703,-0.9308982
U,-3.3361228,1.9289658,-0.9190857,2.010932,-3.1722257,-4.035298,5.0537806,0.8645937,-1.1979673,4.7191253,-0.3093939,-1.2821771,-4.20147,-1.2267494,0.27135676,0.80775344,0.4237307,-4.420627,-5.1028986,-0.7299949,2.6001747,0.3168631,-1.8287555,0.7332892,2.277096,-0.24151522,0.73943865,-0.83202994,-0.00123169,-3.1273696,2.5039895,-0.023943862,1.7882409,-1.5967255,2.2011898,1.3113112,-0.9702921,-0.29424727,-2.5929258,-0.5112754,-1.2834822,-0.36568704,1.6529557,-2.5803127,0.36903456,2.069533,-3.2275171,-2.897823,1.8454096,0.27380797,1.6500798,1.3207289,0.927592,0.8686803,-2.5825284,-2.4177601,2.3241203,0.70967114,1.5503916,-0.9463851,-1.9228565,-0.5415274,-1.2789724,-2.582087,1.4860457,-1.137734,-4.1206236,3.847965,-3.1525018,3.6920547,0.7956307,-4.8918424,-3.787416,-1.9273226,-0.000159497,-1.9182355,-0.6886548,1.0349957,-2.2993772,1.1911812,0.91117847,-2.3181074,-2.879831,0.18092528,-3.291882,-1.2123231,-0.867682,0.3079615,5.6378603,-0.979347,-0.2545821,3.535399,-1.7403411,-1.6836296,3.1993637,-1.895968,-4.213572,-0.58146757,-2.4184446,1.4059199,-2.863834,-2.7346678,-2.55585,-0.47829092,-0.93782127,0.5610551,0.3065484,-4.778117,-0.70948684,-2.9816647,-2.2649243,2.7060735,-1.4465922,-0.8768394,-1.9646388,1.517398,3.833223,1.072885,0.06549453,2.1447089,-2.7115648,-3.3247695,0.053497173,-3.0214152,0.33833417,-2.3062868,1.2586728,3.9391658,-0.10968493,-0.9654333,0.86953604,1.3657302,1.1145048,-0.24881792,0.5170906,3.7775927,3.0887172,-1.3278451,1.5184554,-2.2671685,0.6768323,0.85991806,-0.76585084,-3.2866173,-0.5669234,2.104405,-2.4885242,-1.4061589,-5.092326,0.3197896,0.25221035,0.03876748,-1.7213773,-1.8012099,-1.1172739,0.35730377,0.5113899,0.7895297,-0.9940075,4.114552,2.000525,1.3630974,2.440414,2.1743932,-0.04925019,1.0262412,-0.81361246,-0.45555714,-2.411915,-0.82444113,1.2089258,-1.598525,1.5726968,5.2680287,-0.5090424,-1.4573154,3.3669615,-1.5805742,-3.372064,0.49976137,1.0055771,4.6463695,-2.4699116,1.8158436,1.5364045,-2.4016128,-1.6061184,2.958035,0.6862072,-0.8677345,0.20669867,-2.867405,-0.80286986,2.0535867,0.08525107,2.6610243,2.915003,-3.8674278,0.47996032,1.9674137
Np,-0.2926795,1.7095069,-0.25019196,1.753677,-0.11196664,-2.7031257,3.7881868,-0.14633645,-2.842213,0.6909773,2.312476,0.7005218,-3.4349115,0.95546794,1.9499408,1.4321,0.8777365,-3.216939,-3.977472,-0.13822596,1.3350973,-1.1431347,-1.6079081,0.44048724,1.8338464,0.93815,2.2604957,-2.9246092,2.4532387,-1.4463835,0.50124264,1.9480548,2.3583007,0.81158686,1.1756479,3.9080544,1.390873,-2.058848,-2.6152961,-4.1706495,-2.01614,-0.31077752,2.5947616,-2.0277305,1.1012248,1.8879994,-3.3240893,-2.8560271,0.1899442,-0.11116804,0.81703246,1.7680169,1.9990203,-0.22942819,-1.552886,0.56496847,-0.20482229,-0.7830413,2.8356342,-0.7712053,0.80014294,-4.567767,-0.4286168,-1.5726004,-0.09808582,-3.586397,0.9662625,2.2268384,0.78483266,4.139133,-2.826135,-3.5348825,-1.9392892,-0.8838118,-1.1211809,-2.0413773,-0.4504806,0.53980786,-2.658128,1.0945281,-1.6292559,-0.034185387,0.51504034,0.07816481,-3.193362,-0.41270256,-3.1152337,0.7820139,2.916545,-0.012572611,1.2837378,3.0273924,0.34162092,-1.9433558,-0.58632904,-1.0860676,-3.9796576,-0.21441647,0.53820866,-2.2998958,-2.8542612,-1.4109168,-2.8266594,-2.27743,2.0236893,-0.51209205,-1.8080007,-1.9108366,-1.8921317,-1.3035328,-2.0185487,3.162663,-0.20822091,-1.0852872,-2.4985604,-0.85383755,0.1840812,2.1167605,0.31379026,0.8942024,-0.5318014,-1.1348634,0.5673283,-2.7624638,1.6098336,-0.94756514,0.77902174,3.3087518,-0.1299542,-0.82567096,-1.1914449,0.5521143,-1.2303439,2.204734,-0.45827794,0.87221617,1.2021431,-1.134908,0.7834856,-0.70518684,-1.103517,2.2577543,-0.47504416,-1.2212201,-0.9794783,2.3174539,-0.42397016,-4.8725715,0.19137941,1.0280731,-0.6302071,-1.166496,1.507832,-4.4166217,-0.84034956,-2.8409672,-1.4867795,0.5635381,2.4913218,4.1785383,0.093448274,2.4046988,0.35773763,2.0938044,0.6778285,-0.9034044,-0.497332,0.33480814,-0.7819194,-2.6233907,0.035833716,0.87793887,-0.14639644,2.9310138,-0.70308447,0.7920365,3.411498,0.6304896,-2.374788,0.862285,-0.08537931,2.8769689,-2.5882692,2.0586708,2.0204906,0.18445681,0.2077139,2.777094,-1.3727037,-0.30002004,0.70050097,-1.8988767,-0.23735699,1.111598,0.25275126,2.3188336,3.3197336,-1.6460232,-1.9755338,1.1348768
